Index,Average Wind Speed
1978,16.51
1979,19.615
1980,19.995
1981,14.23
1982,14.95
1983,16.835
1984,17.345
1985,22.11
1986,22.91
1987,16.425
1988,17.655
1989,14.86
1990,15.375
1991,15.97
1992,17.805
1993,10.91666667
1994,9.603333333
1995,7.193333333
1996,7.38
1997,7.663333333
1998,9.656666667
1999,8.913333333
2000,6.72
2001,6.35
2002,5.58
2003,1.14
2004,8.513333333
2005,4.243333333
2006,3.62
2007,0.45
2008,1.41
2009,9.326666667
2010,7.616666667
2011,7.736666667
2012,9.393333333
2013,11.26
2014,9.46
2015,8.206666667
2016,14.05
2017,12.1
2018,13.005
2019,10.6
2020,11.44
2021,13.6
2022,13.18
2023,15.915
2024,16.03
2025,17.11206897
2026,21.425
2027,22.85
2028,24.025
2029,24.635
2030,27.40666667
2031,29.14333333
2032,29.32666667
2033,31.51333333
2034,32.52333333
2035,31.43666667
2036,26.62
2037,23.4
2038,23.465
2039,21.745
2040,15.045
2041,18.015
2042,20.865
2043,18.595
2044,18.38
2045,14.11
2046,12.19
2047,7.78
2048,10.93
2049,0.56
2050,11.11333333
2051,15.41
2052,16.16
2053,13.99
2054,13.96
2055,18.385
2056,18.61
2057,20.52
2058,18.645
2059,20.18
2060,19.46
2061,18.01
2062,17.63
2063,13.27
2064,9.813333333
2065,10.9
2066,7.856666667
2067,7.406666667
2068,4.145762712
2069,5.653333333
2070,7.013333333
2071,7.25
2072,8.246666667
2073,8.223333333
2074,2.35
2075,2.813559322
2076,4.716666667
2077,11.12666667
2078,12.46
2079,16.09
2080,16.065
2081,15.79
2082,14.26
2083,11.65
2084,6.116666667
2085,0
2086,3.906666667
2087,0.956666667
2088,0
2089,7.366666667
2090,8.803333333
2091,9.52
2092,9.25
2093,9.34
2094,10.84
2095,10.6
2096,10.35333333
2097,7.196666667
2098,8.75
2099,15.115
2100,20.01
2101,20.73
2102,20.805
2103,19.78
2104,20.815
2105,21.585
2106,20.455
2107,17.435
2108,12.13
2109,10.78
2110,10.93
2111,12.97
2112,12.67
2113,16.84
2114,13.63
2115,18.77
2116,13.99
2117,16.56
2118,18.01
2119,16.95
2120,10.57
2121,11.05333333
2122,6.236666667
2123,10.76
2124,14.29
2125,14.88166667
2126,18.745
2127,24.945
2128,27.61333333
2129,27.21
2130,21.195
2131,15.675
2132,10.29333333
2133,13.03
2134,17.565
2135,20.315
2136,19.03
2137,17.69
2138,17.905
2139,16.57
2140,11.05
2141,7.873333333
2142,8.046666667
2143,9.126666667
2144,1.87
2145,0.763333333
2146,2.263333333
2147,13.35333333
2148,15.87
2149,18.745
2150,20.485
2151,21.05
2152,19.74
2153,21.075
2154,20.17
2155,18.99
2156,14.08
2157,12.97
2158,10.72
2159,11.02
2160,10.21
2161,12.19
2162,11.95
2163,11.71
2164,9.46
2165,7.969491525
2166,6.663333333
2167,11.59
2168,13.03
2169,13.87
2170,17.405
2171,17.54
2172,18.46
2173,21.425
2174,21.81
2175,19.325
2176,19.545
2177,19.82
2178,20.445
2179,22.06
2180,22.27
2181,20.405
2182,20.655
2183,19.8
2184,13.725
2185,12.1
2186,11.83
2187,11.01333333
2188,13.36
2189,12.16
2190,13.63
2191,13.03
2192,7.77
2193,9.213333333
2194,9.34
2195,12.55
2196,11.89
2197,7.57
2198,7.73
2199,13.83333333
2200,17.35
2201,18.04
2202,21.775
2203,19.97
2204,12.915
2205,10.09
2206,8.243333333
2207,11.17
2208,11.56
2209,8.26
2210,7.453333333
2211,8.23
2212,9.303333333
2213,8.85
2214,9.52
2215,9.64
2216,8.696666667
2217,8.98
2218,4.95
2219,4.865517241
2220,4.283333333
2221,10.93
2222,13.6
2223,15.81186441
2224,16.715
2225,17.05
2226,17.16
2227,12.885
2228,10.28
2229,13.97
2230,11.95
2231,12.88
2232,13.365
2233,14.505
2234,8.68
2235,10.42
2236,8.63
2237,6.956666667
2238,8.07
2239,9.37
2240,10.09
2241,10.3
2242,11.29
2243,14.155
2244,21.375
2245,25.79666667
2246,25.77833333
2247,23.36166667
2248,22.96666667
2249,34.70833333
2250,40.37333333
2251,33.67166667
2252,26.045
2253,23.505
2254,17
2255,18.295
2256,17.10487805
2257,15.91818182
2258,17.34
2259,13.815
2260,15.58
2261,16.54
2262,15.37
2263,14.44
2264,14.74
2265,17.655
2266,26.145
2267,27.1
2268,32.35
2269,29.72
2270,28.66833333
2271,30.63166667
2272,27.21666667
2273,30.32333333
2274,30.67666667
2275,26.915
2276,17.33
2277,18.035
2278,15.65
2279,13.545
2280,15.93
2281,14.14
2282,11.08
2283,13.12
2284,12.97
2285,13.51
2286,15.13
2287,13.87
2288,15.46
2289,15.44
2290,17.735
2291,16.8
2292,18.355
2293,18.965
2294,18.745
2295,20.595
2296,21.305
2297,19.14
2298,18.795
2299,12.76
2300,10.78
2301,7.996666667
2302,11.95
2303,10.15
2304,8.87
2305,10.93
2306,7.633333333
2307,3.443333333
2308,9.22
2309,8.16
2310,9.116666667
2311,7.283333333
2312,7.586666667
2313,10.02333333
2314,12.19
2315,10.38666667
2316,12.16
2317,11.68
2318,13.03
2319,14.985
2320,16.785
2321,18.415
2322,19.4
2323,17.15
2324,13.42
2325,11.17
2326,10.42
2327,12.73
2328,11.35
2329,9.433333333
2330,7.986666667
2331,8.04
2332,5.616666667
2333,8.003333333
2334,7.853333333
2335,4.76
2336,7.816666667
2337,3.706666667
2338,8.176666667
2339,12.22
2340,13
2341,16.67118644
2342,17.66
2343,19.19
2344,20.625
2345,23.11
2346,24.39
2347,25.81
2348,21.41
2349,22.46
2350,15.69
2351,15.665
2352,13.45
2353,11.53
2354,10.72
2355,10.12
2356,11.10847458
2357,9.85
2358,11.01333333
2359,12.49
2360,12.55
2361,15.495
2362,16.76
2363,14.685
2364,13.20333333
2365,13.78
2366,13.78
2367,18.125
2368,21.52
2369,21.24
2370,20.945
2371,24.61
2372,23.015
2373,22.59
2374,22.215
2375,19.065
2376,16
2377,13.63
2378,11.56
2379,12.01
2380,12.22
2381,9.94
2382,8.44
2383,8.856666667
2384,3.933333333
2385,8.32
2386,10.71
2387,3.5
2388,7.6
2389,11.31666667
2390,11.60666667
2391,15.775
2392,18.49
2393,17.695
2394,15.945
2395,17.93
2396,14.77
2397,14.98
2398,12.59666667
2399,5.256666667
2400,1.106666667
2401,9.22
2402,9.97
2403,8.256666667
2404,10.36
2405,9.16
2406,9.64
2407,9.82
2408,10.87
2409,9.64
2410,12.04
2411,16.005
2412,15.04
2413,14.08
2414,17.33
2415,17.23
2416,15.25
2417,14.2
2418,11.83
2419,7.576666667
2420,3.503333333
2421,2.656666667
2422,8.87
2423,1.196666667
2424,1.136666667
2425,3.146666667
2426,10.06
2427,12.04
2428,15.31
2429,11.05
2430,6.08
2431,8.493333333
2432,19.32
2433,20.285
2434,23.27
2435,26.78333333
2436,29.97666667
2437,27.17333333
2438,29.89333333
2439,30.49333333
2440,29.45666667
2441,28.54
2442,29.2
2443,27.375
2444,23.765
2445,19.505
2446,19.37
2447,18.06
2448,16.58
2449,16.75
2450,17.14
2451,17.82
2452,16.585
2453,17.045
2454,15.465
2455,15.16
2456,15.58
2457,19.46
2458,18.52
2459,14.5
2460,13.9
2461,13.905
2462,14.34833333
2463,12.43
2464,12.51333333
2465,16.445
2466,15.135
2467,11.77
2468,8.756666667
2469,7.92
2470,11.53
2471,8.463333333
2472,8.98
2473,7.91
2474,8.046666667
2475,7.68
2476,8.1
2477,8.65
2478,9.94
2479,10.48
2480,10.9
2481,8.943333333
2482,6.856666667
2483,8.016666667
2484,10.24333333
2485,13.23833333
2486,11.26333333
2487,12.975
2488,22.055
2489,21.615
2490,19.315
2491,14.115
2492,11.41
2493,8.606666667
2494,2.83
2495,6.996666667
2496,8.096666667
2497,9.58
2498,10.66
2499,10.58666667
2500,10.69
2501,10.51
2502,9.1
2503,13.57
2504,11.59
2505,10.63
2506,13.33
2507,18.565
2508,20.36
2509,20.56
2510,18.735
2511,17.415
2512,17.185
2513,13.28333333
2514,12.29666667
2515,10.27
2516,12.1
2517,8.136666667
2518,4.66
2519,7.743333333
2520,10.22333333
2521,7.956666667
2522,7.523333333
2523,11.14
2524,10.45
2525,11.35
2526,9.793333333
2527,13.84
2528,15.28
2529,16.27
2530,20.29
2531,29.02666667
2532,38.74333333
2533,38.23666667
2534,37.21666667
2535,35.74666667
2536,29.82
2537,26.725
2538,25.78666667
2539,14.6
2540,12.25
2541,10.17333333
2542,8.95
2543,14.29
2544,14.5
2545,13.93
2546,16.655
2547,19.125
2548,22.005
2549,16.255
2550,11.05
2551,9.013333333
2552,16.775
2553,19.635
2554,24.815
2555,23.04
2556,22.535
2557,22.15
2558,25.865
2559,30.82333333
2560,33.86666667
2561,32.4
2562,31.82666667
2563,25.78166667
2564,22.225
2565,21.905
2566,16.54
2567,15.98
2568,10.27
2569,10.6
2570,10.93
2571,17.505
2572,12.76
2573,12.04
2574,8.02
2575,10.45
2576,10.36
2577,8.98
2578,16.44237288
2579,16.03
2580,16.71
2581,15.71
2582,16.93
2583,15.375
2584,15.83
2585,18.915
2586,17.67
2587,16.25
2588,13.27
2589,10.57
2590,11.32
2591,9.813333333
2592,9.97
2593,8.7
2594,8.58
2595,11.77
2596,6.896666667
2597,8.246666667
2598,10.84
2599,1.943333333
2600,3.946666667
2601,10.04666667
2602,4.98
2603,4.393333333
2604,7.493333333
2605,11.61666667
2606,12.825
2607,14.68
2608,15.555
2609,15.76
2610,13.18
2611,11.98
2612,8.343333333
2613,8.423333333
2614,7.363333333
2615,10.9
2616,8.68
2617,10.42
2618,9.406666667
2619,8.173333333
2620,8.886666667
2621,9.91
2622,10.27
2623,8.69
2624,9.82
2625,7.033333333
2626,4.183333333
2627,12.01333333
2628,15.79
2629,26.62333333
2630,29.75423729
2631,30.80333333
2632,30.65333333
2633,30.61666667
2634,30.29333333
2635,27.53166667
2636,26.92666667
2637,27.95333333
2638,31.74333333
2639,29.08333333
2640,29.98333333
2641,27.415
2642,28.19666667
2643,19.35
2644,18.57
2645,21.4
2646,11.26666667
2647,13.6
2648,13.645
2649,6.38
2650,12.61
2651,18.365
2652,17.94
2653,13.84
2654,16.405
2655,20.07
2656,21.74
2657,19.27
2658,16.02
2659,11.59
2660,6.413333333
2661,5.446666667
2662,0
2663,2.87
2664,8
2665,8.59
2666,8.8
2667,8.98
2668,10.09
2669,9.7
2670,10.3
2671,8.8
2672,10.78
2673,10.95333333
2674,14.555
2675,19.15
2676,25.72833333
2677,26.25333333
2678,26.97666667
2679,25.61166667
2680,22.675
2681,20.44
2682,17.725
2683,13.455
2684,9.276666667
2685,9.586666667
2686,11.78666667
2687,9.49
2688,8.643333333
2689,4.326666667
2690,2.386666667
2691,8.56
2692,9.393333333
2693,7.54
2694,8.536666667
2695,9.633333333
2696,8.736666667
2697,5.056666667
2698,0.636666667
2699,6.443333333
2700,7.336666667
2701,9.386666667
2702,14.48333333
2703,16.86
2704,18.195
2705,20.77
2706,16.31
2707,11.47
2708,9.603333333
2709,5.103333333
2710,2.63
2711,7.28
2712,8.423333333
2713,9.43
2714,10.27
2715,12.88
2716,14.11
2717,13.12
2718,20.845
2719,25.66
2720,24.46
2721,27.51666667
2722,33.33666667
2723,35.635
2724,12.51833333
2725,16.365
2726,17.22
2727,21.035
2728,22.72
2729,24.715
2730,24.11
2731,21.2
2732,21.255
2733,15.835
2734,10.96
2735,9.086666667
2736,10.63
2737,8.956666667
2738,10.87
2739,9.91
2740,11.8
2741,11.89
2742,9.64
2743,9.01
2744,8.1
2745,8.569491525
2746,5.54
2747,6.66
2748,7.563333333
2749,9.916666667
2750,15.07
2751,15.85
2752,16.6
2753,14.265
2754,10.54
2755,9.46
2756,2.616666667
2757,1.92
2758,2.2
2759,6.426666667
2760,7.576666667
2761,0
2762,10.65333333
2763,8.37
2764,7.136666667
2765,8.213333333
2766,7.563333333
2767,10
2768,8.86
2769,10.57
2770,8.983333333
2771,10.32666667
2772,23.78
2773,32.98333333
2774,37.035
2775,37.605
2776,34.69333333
2777,25.79166667
2778,15.66
2779,11.585
2780,8.523333333
2781,8.743333333
2782,8.43
2783,20.295
2784,23.50666667
2785,33.95333333
2786,23.79166667
2787,8.98
2788,5.336666667
2789,6.656666667
2790,3.633333333
2791,10.17
2792,12.37
2793,11.2
2794,12.31
2795,16.605
2796,24.17
2797,24.275
2798,23.635
2799,25.565
2800,29.30666667
2801,33.55333333
2802,31.47333333
2803,26.33333333
2804,22.115
2805,18.22
2806,13.15
2807,8.363333333
2808,10.09666667
2809,9.843333333
2810,4.27
2811,6.9
2812,6.44
2813,8.243333333
2814,8.493333333
2815,9.64
2816,3.713333333
2817,4.27
2818,9.016666667
2819,12.31
2820,10.00344828
2821,9.885185185
2822,12.91
2823,12.64
2824,13.75
2825,13.24
2826,12.43
2827,8.633333333
2828,9.13
2829,1.003333333
2830,5.313333333
2831,2.543333333
2832,5.93
2833,8.179661017
2834,7.123333333
2835,7.363333333
2836,8.223333333
2837,6.803333333
2838,7
2839,4.363333333
2840,7.106666667
2841,8.29
2842,6.85
2843,7.166666667
2844,13.96
2845,14.30344828
2846,20.37
2847,22.48
2848,21.075
2849,21.23728814
2850,19.63
2851,18.835
2852,17.925
2853,18.7
2854,23.195
2855,21.2
2856,18.84
2857,16.84
2858,14.35
2859,13.84
2860,17.585
2861,16.37
2862,18.1
2863,11.92
2864,9.566666667
2865,10.75
2866,11.83
2867,16.805
2868,15.47
2869,17.205
2870,24.21
2871,24.37833333
2872,25.505
2873,25.765
2874,24.41666667
2875,21.44166667
2876,19.94
2877,17.04
2878,15.28
2879,14.23
2880,16.735
2881,17.09
2882,21.49
2883,19.51
2884,14.445
2885,16.19
2886,15.7
2887,17.31
2888,17.64
2889,14.65
2890,16.725
2891,22.92833333
2892,24.17666667
2893,30.20333333
2894,29.43
2895,25.71666667
2896,27.155
2897,27.87
2898,25.74333333
2899,20.275
2900,20.985
2901,18.715
2902,15.97
2903,16.725
2904,14.32
2905,12.79
2906,15.55
2907,16.035
2908,17.235
2909,18.01
2910,17.47
2911,18.05
2912,17.26
2913,19.025
2914,24.45333333
2915,26.91166667
2916,33.88666667
2917,33.81
2918,32.72105263
2919,30.88181818
2920,30.19666667
2921,26.275
2922,30.68666667
2923,22.95666667
2924,17.95
2925,11.41
2926,12.85
2927,14.74
2928,11.56
2929,15.74
2930,17.98
2931,17.05
2932,15.4
2933,15.97
2934,16.63
2935,16.11
2936,18.73
2937,17.245
2938,21.885
2939,28.985
2940,29.61833333
2941,28.89666667
2942,22.93833333
2943,28.48666667
2944,27.475
2945,27.60666667
2946,28.97833333
2947,22.44
2948,18.705
2949,21.44
2950,19.805
2951,18.195
2952,13.435
2953,12.44666667
2954,9.97
2955,10.36
2956,8.193333333
2957,5.526666667
2958,7.913333333
2959,7.666666667
2960,11.01333333
2961,9.903333333
2962,13.51
2963,14.53
2964,14.38
2965,15.58
2966,14.355
2967,13.96
2968,15.775
2969,17.175
2970,16.255
2971,14.955
2972,13.845
2973,10.72
2974,7.81
2975,3.213333333
2976,4.503333333
2977,16.035
2978,13.3
2979,13.03
2980,12.91
2981,10.04333333
2982,4.106666667
2983,2.516666667
2984,0.96
2985,2.9
2986,2.876666667
2987,10.11333333
2988,10.37666667
2989,8.993333333
2990,12.53666667
2991,13.54
2992,14.11
2993,14.95
2994,13.87
2995,10.3
2996,7.716666667
2997,7.656666667
2998,4.803333333
2999,5.03
3000,7.22
3001,2.663333333
3002,5.1
3003,4.776666667
3004,8.16
3005,6.133333333
3006,10.63
3007,7.64
3008,10.27
3009,9.103333333
3010,9.026666667
3011,10.39
3012,17.975
3013,20.845
3014,20.89
3015,20.18
3016,17.465
3017,17.325
3018,17.575
3019,13.87
3020,11.62
3021,13.27
3022,11.47
3023,10.18
3024,8.83
3025,8.386666667
3026,9.19
3027,10.09
3028,10.39
3029,13.57
3030,9.126666667
3031,3.526666667
3032,6.723333333
3033,15.265
3034,24.09666667
3035,31.02666667
3036,38.48333333
3037,38.55166667
3038,40.27166667
3039,39.85
3040,37.22666667
3041,33.70333333
3042,30.99
3043,19.28
3044,23.645
3045,21.835
3046,17.405
3047,28.31
3048,31.61666667
3049,31.88666667
3050,34.97666667
3051,39.14666667
3052,42.115
3053,42.135
3054,42.985
3055,31.78666667
3056,27.35333333
3057,17.665
3058,16.305
3059,17.33
3060,20.05
3061,24.73
3062,25.07333333
3063,24.31666667
3064,24.42833333
3065,28.10666667
3066,24.28833333
3067,20.305
3068,14.5
3069,18.035
3070,11.89
3071,14.32
3072,14.5
3073,13.18
3074,10.24
3075,9.91
3076,9.31
3077,12.25
3078,13.12
3079,13.81
3080,14.23
3081,13.66
3082,14.445
3083,18.8
3084,20.99
3085,23.64666667
3086,27.51166667
3087,26.57
3088,24.125
3089,28.23
3090,26.99
3091,22.00833333
3092,16.755
3093,19.86
3094,20.265
3095,14.03
3096,14.59
3097,12.25
3098,13.78
3099,16.645
3100,21.115
3101,19.99
3102,25.815
3103,17.055
3104,11.05
3105,11.26
3106,17.25
3107,26.74333333
3108,29.52666667
3109,28.015
3110,29.52
3111,25.69666667
3112,24.095
3113,22.43
3114,23.34
3115,19.1
3116,17.08
3117,14.475
3118,11.32
3119,10.69
3120,10.96
3121,11.44
3122,11.17
3123,10.48
3124,12.19
3125,11.89
3126,11.59
3127,10.78
3128,10.93
3129,7.766666667
3130,6.866666667
3131,6.766666667
3132,7.883333333
3133,9.51
3134,10.23666667
3135,15.76
3136,17.3
3137,15.915
3138,13.36
3139,9.026666667
3140,7.423333333
3141,2.103333333
3142,4.93
3143,7.93
3144,8.483333333
3145,9.02
3146,9.94
3147,9.4
3148,9.1
3149,9.64
3150,9.52
3151,9.97
3152,9.58
3153,9.76
3154,9.01
3155,7.876666667
3156,9.62
3157,10.71666667
3158,13.605
3159,12.05
3160,14.535
3161,12.44
3162,12.4
3163,11.02
3164,10.42
3165,12.64
3166,13.18
3167,12.91
3168,11.98
3169,13.09
3170,11.68
3171,11.89
3172,10.21
3173,10.6
3174,14.35
3175,13.51
3176,13.06
3177,13.63
3178,17.075
3179,16.775
3180,24.57
3181,30.77333333
3182,27.60666667
3183,23.785
3184,20.31
3185,17.355
3186,16.33
3187,12.8779661
3188,12.58
3189,12.43
3190,15.385
3191,12.835
3192,11.32
3193,13.54
3194,13.06
3195,13.875
3196,12.45666667
3197,13.70333333
3198,17.765
3199,17.27
3200,16.54
3201,15.04
3202,17.3
3203,18.155
3204,19.815
3205,21.53
3206,18.685
3207,20.09
3208,21.62
3209,22.59
3210,23.38
3211,22.2
3212,20.91
3213,19.37
3214,18.955
3215,19.76
3216,20.64
3217,16.5
3218,16.315
3219,17.38
3220,16.34
3221,16.25
3222,16.745
3223,14.98
3224,13.15
3225,13.69
3226,13.72
3227,13.42
3228,14.74
3229,15.07
3230,13.54
3231,14.08
3232,14.41
3233,14.62
3234,16.12711864
3235,10.06
3236,9.79
3237,8.616666667
3238,7.75
3239,13.16666667
3240,11.08
3241,9.13
3242,3.036666667
3243,7.113333333
3244,8.973333333
3245,8.83
3246,9.76
3247,9.64
3248,9.73
3249,9.246666667
3250,6.566666667
3251,7.536666667
3252,10.52
3253,9.81
3254,16.8
3255,17.535
3256,17.81525424
3257,16.915
3258,15.19
3259,9.94
3260,8.623333333
3261,7.283333333
3262,6.883333333
3263,6.573333333
3264,7.37
3265,7.203333333
3266,6.28
3267,4.653333333
3268,9.49
3269,9.16
3270,9.07
3271,9.49
3272,8.896666667
3273,8.86
3274,6.86
3275,7.45
3276,7.41
3277,7.85
3278,14.835
3279,17.34
3280,18.7
3281,15.795
3282,12.43
3283,9.37
3284,8.633333333
3285,2.726666667
3286,4.036666667
3287,8.163333333
3288,5.856666667
3289,7.733333333
3290,8.89
3291,7.163333333
3292,10
3293,9.453333333
3294,10.27
3295,9.34
3296,8.5
3297,8.35
3298,5.743333333
3299,4.483333333
3300,7.773333333
3301,7.9
3302,11.01333333
3303,12.01
3304,12.46
3305,12.79
3306,14.05
3307,11.71
3308,9.94
3309,6.056666667
3310,3.81
3311,7.153333333
3312,2.05
3313,6.213333333
3314,8.273333333
3315,6.846666667
3316,6.54
3317,9.25
3318,7.613333333
3319,8.236666667
3320,8.266666667
3321,8.196666667
3322,3.47
3323,0.6
3324,7.903333333
3325,11.24666667
3326,17.00833333
3327,19.545
3328,21.83
3329,20.755
3330,15.85
3331,11.11
3332,11.2
3333,11.8
3334,12.82
3335,11.6
3336,12.85
3337,14.17
3338,10.54
3339,16
3340,20.78
3341,18.405
3342,16.17
3343,14.77
3344,16.335
3345,19.64
3346,19.595
3347,22.58
3348,26.75
3349,30.19
3350,34.81
3351,34.86333333
3352,31.85666667
3353,31.82666667
3354,36.46833333
3355,29.69833333
3356,23.58833333
3357,23.885
3358,17.95
3359,11.97
3360,9.786666667
3361,13.81
3362,11.25333333
3363,13.75
3364,13.93
3365,15.22
3366,13.87
3367,14.35
3368,12.07
3369,13.18
3370,15.13
3371,15.04
3372,16.74
3373,16.235
3374,19.14
3375,22.99666667
3376,23.865
3377,22.46
3378,20.82
3379,17.805
3380,24.14833333
3381,24.74333333
3382,21.765
3383,18.94
3384,16.165
3385,11.08333333
3386,11.47
3387,10.35
3388,10.03666667
3389,13.18
3390,11.985
3391,10.20666667
3392,11.60333333
3393,14.465
3394,10.20333333
3395,13.15
3396,15.03
3397,22.07
3398,25.835
3399,25.57666667
3400,25.27666667
3401,21.48
3402,17.59
3403,14.295
3404,11.32
3405,10.99
3406,11.02
3407,14.14
3408,11.62
3409,9.42
3410,7.74
3411,8.246666667
3412,8.2
3413,11.41
3414,10.78666667
3415,5.513333333
3416,0
3417,7.423333333
3418,9.476666667
3419,12.07
3420,15.935
3421,12.46
3422,15.58
3423,22.375
3424,23.205
3425,22.09
3426,20.565
3427,18.22
3428,16.445
3429,19.775
3430,14.69
3431,10.83666667
3432,13.99
3433,10.3
3434,11.11
3435,12.73
3436,11.2
3437,12.82
3438,13.12
3439,15.77
3440,17.35
3441,19.65
3442,19.07
3443,19.845
3444,21.125
3445,25.84
3446,26.41666667
3447,29.14666667
3448,30.11
3449,30.46271186
3450,31.03333333
3451,27.17333333
3452,26.34666667
3453,21.18
3454,24.85
3455,23.705
3456,24.94
3457,24.69
3458,23.075
3459,21.86
3460,22.77
3461,23.87
3462,22.405
3463,20.885
3464,19.935
3465,19.24
3466,20.63
3467,18.965
3468,22.265
3469,20.565
3470,18.425
3471,18.765
3472,17.26
3473,18.92
3474,19.725
3475,15.035
3476,14.02
3477,18.245
3478,18.825
3479,19.185
3480,18.175
3481,16.365
3482,17.035
3483,11.62
3484,11.74
3485,12.85
3486,8.203333333
3487,9.846666667
3488,10.12
3489,11.17
3490,9.97
3491,11.59
3492,14.605
3493,14.84
3494,14.49
3495,15.51
3496,15.265
3497,15.265
3498,13.48
3499,10.15
3500,9.61
3501,10.96
3502,11.38
3503,12.49
3504,11.8
3505,14.53
3506,10.09
3507,7.04
3508,8.443333333
3509,12.4
3510,13.09
3511,13.93
3512,18.41
3513,21.785
3514,22.305
3515,22.15333333
3516,33.22333333
3517,31.7
3518,30.56
3519,28.24333333
3520,24.96
3521,21.755
3522,21.615
3523,19.19
3524,12.1
3525,11.5
3526,18.9
3527,17.975
3528,18.395
3529,22.31166667
3530,19.93
3531,18.145
3532,15.04
3533,13.51
3534,7.136666667
3535,12.61
3536,6.916666667
3537,9.46
3538,12.61
3539,17.68
3540,17.415
3541,14.275
3542,14.245
3543,15.44833333
3544,20.9
3545,15.8
3546,12.02
3547,9.58
3548,9.7
3549,7.613333333
3550,7.38
3551,10.75
3552,8.683333333
3553,9.25
3554,13.75
3555,10.99
3556,9.19
3557,10.66
3558,9.73
3559,13.18
3560,7.703333333
3561,9.49
3562,10.78
3563,10.42
3564,11.42666667
3565,10.38333333
3566,12.47666667
3567,10.765
3568,14.83
3569,15.67
3570,14.05
3571,8.76
3572,8.95
3573,1.303333333
3574,0.24
3575,2.626666667
3576,7.723333333
3577,8.526666667
3578,8.193333333
3579,9.37
3580,10.3
3581,9.64
3582,11.38
3583,9.16
3584,9.79
3585,10.51
3586,10.21
3587,10.03
3588,16.345
3589,20.98
3590,16.575
3591,16.205
3592,18.47
3593,18.685
3594,17.805
3595,16.29
3596,15.58
3597,16.17
3598,19.42
3599,18.77
3600,19.05
3601,21.275
3602,16.635
3603,14.995
3604,18.995
3605,16.41
3606,19.97
3607,27.51
3608,30.46333333
3609,27.65932203
3610,29.77666667
3611,38.69666667
3612,45.115
3613,47.21666667
3614,50.45166667
3615,45.775
3616,32.70338983
3617,27.50166667
3618,33.98833333
3619,25.05666667
3620,21.6
3621,20.885
3622,15.66
3623,14.56
3624,10.51
3625,11.35
3626,10.27
3627,12.85
3628,12.28
3629,12.79
3630,11.86
3631,11.62
3632,13.66
3633,10.42
3634,15.275
3635,19.41
3636,18.455
3637,20.16
3638,21.775
3639,24.325
3640,23.875
3641,23.46666667
3642,21.275
3643,21.86
3644,22.765
3645,23.89166667
3646,26.63333333
3647,27.63666667
3648,29.26333333
3649,22.91
3650,23.86
3651,21.93666667
3652,16.99
3653,14.98
3654,15.76
3655,19.62
3656,21.7
3657,19.45
3658,15.585
3659,28.07
3660,26.44333333
3661,28.47333333
3662,25.52166667
3663,26.365
3664,22.86
3665,23.605
3666,22.33
3667,20.36
3668,13.8
3669,9.28
3670,10.37666667
3671,9.516666667
3672,11.05
3673,9.76
3674,10.45
3675,12.82
3676,11.29
3677,11.59
3678,13.33
3679,12.67
3680,11.41
3681,13.69
3682,15.74
3683,17.655
3684,19.45
3685,16.82
3686,15.465
3687,17.915
3688,15.795
3689,15.815
3690,10.24
3691,5.676666667
3692,2.026666667
3693,7.733333333
3694,7.926666667
3695,4.833333333
3696,8.16
3697,5.606666667
3698,11.29
3699,11.65
3700,13.81
3701,10.63
3702,10.78
3703,9.82
3704,8.413333333
3705,9.363333333
3706,11.8
3707,17.66
3708,18.515
3709,17.79
3710,18.525
3711,18.735
3712,15.93
3713,16.295
3714,17.415
3715,13.9
3716,15.22
3717,15.015
3718,13.72
3719,12.04
3720,9.76
3721,10.3
3722,10.81
3723,8.863333333
3724,7.32
3725,5.48
3726,6.726666667
3727,6.016666667
3728,9.7
3729,9.03
3730,6.643333333
3731,4.07
3732,10.36333333
3733,12.96333333
3734,12.85
3735,11.46
3736,14.86
3737,13.33
3738,9.033333333
3739,5.81
3740,1.77
3741,0
3742,1.17
3743,0
3744,0.44
3745,8.71
3746,8.77
3747,9.52
3748,9.46
3749,9.723333333
3750,9.42
3751,9.613333333
3752,9.73
3753,10.42
3754,9.1
3755,7.013333333
3756,9.223333333
3757,10.30333333
3758,10.11666667
3759,9.453333333
3760,13.85666667
3761,15.58
3762,15.55
3763,10.36
3764,10.66
3765,9.85
3766,5.816666667
3767,8.366666667
3768,6.493333333
3769,8.62
3770,9.91
3771,9.64
3772,8.913333333
3773,9.91
3774,9.28
3775,8.74
3776,10.23333333
3777,8.433333333
3778,8.066666667
3779,5.71
3780,3.38
3781,4.84
3782,8.17
3783,12.34
3784,11.5
3785,10.63
3786,9.753333333
3787,10.31
3788,15.71
3789,15.65
3790,13.9
3791,16.45
3792,14.445
3793,12.79
3794,15.29
3795,17.42
3796,16.24
3797,15.045
3798,14.29
3799,11.44
3800,11.8
3801,12.1
3802,13.005
3803,19.195
3804,21.305
3805,16.385
3806,16.945
3807,21.215
3808,20.93
3809,22.37
3810,20.87627119
3811,20.76
3812,21.575
3813,19.7
3814,17.86
3815,15.96
3816,17.955
3817,16.225
3818,13.36
3819,13.9
3820,10.99
3821,2.486666667
3822,7.63
3823,7.76
3824,7.996666667
3825,2.96
3826,7.79
3827,12.73
3828,10.07
3829,10.87
3830,13.66
3831,14.14
3832,13.48
3833,12.64
3834,12.85
3835,9.28
